Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"CYRIB","CYFIP Related Rac1 Interactor B","Protein Coding","27","GC08M131443","1.94712042808533","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYRIB"
"GOLM2","Golgi Membrane Protein 2","Protein Coding","27","GC15P044289","1.94712042808533","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GOLM2"
"LDAH","Lipid Droplet Associated Hydrolase","Protein Coding","27","GC02M020684","1.94712042808533","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LDAH"
"MROH1","Maestro Heat Like Repeat Family Member 1","Protein Coding","27","GC08P144300","1.94712042808533","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MROH1"
"MTFR1L","Mitochondrial Fission Regulator 1 Like","Protein Coding","27","GC01P025822","1.94712042808533","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTFR1L"
"PRXL2A","Peroxiredoxin Like 2A","Protein Coding","27","GC10P092323","1.94712042808533","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRXL2A"
"RELL1","RELT Like 1","Protein Coding","27","GC04M037592","1.94712042808533","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RELL1"
"SAYSD1","SAYSVFN Motif Domain Containing 1","Protein Coding","27","GC06M063775","1.94712042808533","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAYSD1"
"SEPTIN11","Septin 11","Protein Coding","27","GC04P076964","1.94712042808533","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEPTIN11"
"TMEM156","Transmembrane Protein 156","Protein Coding","27","GC04M038968","1.94712042808533","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM156"
"TMEM256","Transmembrane Protein 256","Protein Coding","27","GC17M007402","1.94712042808533","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM256"
"TMEM258","Transmembrane Protein 258","Protein Coding","27","GC11M061768","1.94712042808533","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM258"
"BMERB1","BMERB Domain Containing 1","Protein Coding","26","GC16P015434","1.94712042808533","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMERB1"
"BROX","BRO1 Domain And CAAX Motif Containing","Protein Coding","26","GC01P222712","1.94712042808533","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BROX"
"C4orf3","Chromosome 4 Open Reading Frame 3","Protein Coding","26","GC04M119296","1.94712042808533","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C4orf3"
"CAAP1","Caspase Activity And Apoptosis Inhibitor 1","Protein Coding","26","GC09M026840","1.94712042808533","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAAP1"
"CCDC9","Coiled-Coil Domain Containing 9","Protein Coding","26","GC19P047255","1.94712042808533","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC9"
"CNTNAP3B","Contactin Associated Protein Family Member 3B","Protein Coding","26","GC09M041890","1.94712042808533","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNTNAP3B"
"DGLUCY","D-Glutamate Cyclase","Protein Coding","26","GC14P091061","1.94712042808533","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DGLUCY"
"FBXO46","F-Box Protein 46","Protein Coding","26","GC19M045710","1.94712042808533","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXO46"
"GINM1","Glycosylated Integral Membrane Protein 1","Protein Coding","26","GC06P149566","1.94712042808533","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GINM1"
"HDHD5","Haloacid Dehalogenase Like Hydrolase Domain Containing 5","Protein Coding","26","GC22M017186","1.94712042808533","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HDHD5"
"ITPRIPL2","ITPRIP Like 2","Protein Coding","26","GC16P019113","1.94712042808533","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITPRIPL2"
"LRRC47","Leucine Rich Repeat Containing 47","Protein Coding","26","GC01M003778","1.94712042808533","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRRC47"
"MEAK7","MTOR Associated Protein, Eak-7 Homolog","Protein Coding","26","GC16M084476","1.94712042808533","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MEAK7"
"MFSD3","Major Facilitator Superfamily Domain Containing 3","Protein Coding","26","GC08P144509","1.94712042808533","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MFSD3"
"OBI1","ORC Ubiquitin Ligase 1","Protein Coding","26","GC13M078615","1.94712042808533","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OBI1"
"PACC1","Proton Activated Chloride Channel 1","Protein Coding","26","GC01M212365","1.94712042808533","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PACC1"
"SELENOK","Selenoprotein K","Protein Coding","26","GC03M053884","1.94712042808533","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SELENOK"
"SLC25A52","Solute Carrier Family 25 Member 52","Protein Coding","26","GC18M031759","1.94712042808533","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A52"
"TLCD1","TLC Domain Containing 1","Protein Coding","26","GC17M028724","1.94712042808533","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLCD1"
"TMEM164","Transmembrane Protein 164","Protein Coding","26","GC0XP110002","1.94712042808533","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM164"
"TMEM177","Transmembrane Protein 177","Protein Coding","26","GC02P119679","1.94712042808533","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM177"
"TMEM254","Transmembrane Protein 254","Protein Coding","26","GC10P080078","1.94712042808533","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM254"
"TMPPE","Transmembrane Protein With Metallophosphoesterase Domain","Protein Coding","26","GC03M033090","1.94712042808533","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMPPE"
"C15orf61","Chromosome 15 Open Reading Frame 61","Protein Coding","25","GC15P067521","1.94712042808533","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C15orf61"
"DENND11","DENN Domain Containing 11","Protein Coding","25","GC07M141656","1.94712042808533","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DENND11"
"LDAF1","Lipid Droplet Assembly Factor 1","Protein Coding","25","GC16P021166","1.94712042808533","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LDAF1"
"PIP4P2","Phosphatidylinositol-4,5-Bisphosphate 4-Phosphatase 2","Protein Coding","25","GC08M090994","1.94712042808533","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIP4P2"
"RUSF1","RUS Family Member 1","Protein Coding","25","GC16M036597","1.94712042808533","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RUSF1"
"SHFL","Shiftless Antiviral Inhibitor Of Ribosomal Frameshifting","Protein Coding","25","GC19P010086","1.94712042808533","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHFL"
"STEAP1B","STEAP Family Member 1B","Protein Coding","25","GC07M022419","1.94712042808533","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STEAP1B"
"TLCD4","TLC Domain Containing 4","Protein Coding","25","GC01P095092","1.94712042808533","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLCD4"
"TRIR","Telomerase RNA Component Interacting RNase","Protein Coding","25","GC19M013523","1.94712042808533","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIR"
"TVP23C","Trans-Golgi Network Vesicle Protein 23 Homolog C","Protein Coding","25","GC17M015502","1.94712042808533","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TVP23C"
"ODR4","Odr-4 GPCR Localization Factor Homolog","Protein Coding","24","GC01P186376","1.94712042808533","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ODR4"
"RETREG2","Reticulophagy Regulator Family Member 2","Protein Coding","24","GC02P219177","1.94712042808533","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RETREG2"
"SMIM1","Small Integral Membrane Protein 1 (Vel Blood Group)","Protein Coding","24","GC01P003772","1.94712042808533","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMIM1"
"GARRE1","Granule Associated Rac And RHOG Effector 1","Protein Coding","23","GC19P063412","1.94712042808533","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GARRE1"
"TMEM221","Transmembrane Protein 221","Protein Coding","23","GC19M017435","1.94712042808533","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM221"
"MIR150","MicroRNA 150","RNA Gene","21","GC19M049500","1.94712042808533","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR150"
"HSP90AB4P","Heat Shock Protein 90 Alpha Family Class B Member 4, Pseudogene","Pseudogene","13","GC15M058690","1.94712042808533","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSP90AB4P"
"RIOX2","Ribosomal Oxygenase 2","Protein Coding","30","GC03M097942","1.94074296951294","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RIOX2"
"MIR29A","MicroRNA 29a","RNA Gene","21","GC07M130876","1.94074296951294","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR29A"
"SERPING1","Serpin Family G Member 1","Protein Coding","42","GC11P057597","1.92933142185211","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPING1"
"ATF6","Activating Transcription Factor 6","Protein Coding","42","GC01P161766","1.90578067302704","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATF6"
"HTRA1","HtrA Serine Peptidase 1","Protein Coding","41","GC10P122461","1.90578067302704","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HTRA1"
"MAGI2","Membrane Associated Guanylate Kinase, WW And PDZ Domain Containing 2","Protein Coding","39","GC07M078017","1.90578067302704","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAGI2"
"PARD3","Par-3 Family Cell Polarity Regulator","Protein Coding","37","GC10M034110","1.90578067302704","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PARD3"
"CAMP","Cathelicidin Antimicrobial Peptide","Protein Coding","36","GC03P048865","1.90578067302704","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAMP"
"HTRA3","HtrA Serine Peptidase 3","Protein Coding","36","GC04P008269","1.90578067302704","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HTRA3"
"MAST2","Microtubule Associated Serine/Threonine Kinase 2","Protein Coding","36","GC01P045786","1.90578067302704","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAST2"
"RIMS2","Regulating Synaptic Membrane Exocytosis 2","Protein Coding","36","GC08P103500","1.90578067302704","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RIMS2"
"APBA1","Amyloid Beta Precursor Protein Binding Family A Member 1","Protein Coding","35","GC09M069427","1.90578067302704","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APBA1"
"CXCL6","C-X-C Motif Chemokine Ligand 6","Protein Coding","35","GC04P073837","1.90578067302704","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL6"
"LRRC7","Leucine Rich Repeat Containing 7","Protein Coding","35","GC01P069567","1.90578067302704","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRRC7"
"RHPN2","Rhophilin Rho GTPase Binding Protein 2","Protein Coding","35","GC19M032978","1.90578067302704","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RHPN2"
"AFDN","Afadin, Adherens Junction Formation Factor","Protein Coding","34","GC06P167827","1.90578067302704","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AFDN"
"ARHGAP21","Rho GTPase Activating Protein 21","Protein Coding","34","GC10M024583","1.90578067302704","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARHGAP21"
"PARD3B","Par-3 Family Cell Polarity Regulator Beta","Protein Coding","34","GC02P204545","1.90578067302704","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PARD3B"
"PDZD2","PDZ Domain Containing 2","Protein Coding","34","GC05P031639","1.90578067302704","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDZD2"
"RGS3","Regulator Of G Protein Signaling 3","Protein Coding","34","GC09P118613","1.90578067302704","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RGS3"
"RIMS1","Regulating Synaptic Membrane Exocytosis 1","Protein Coding","34","GC06P071886","1.90578067302704","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RIMS1"
"SIPA1L2","Signal Induced Proliferation Associated 1 Like 2","Protein Coding","34","GC01M232397","1.90578067302704","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIPA1L2"
"TJP3","Tight Junction Protein 3","Protein Coding","34","GC19P003708","1.90578067302704","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TJP3"
"TMPRSS13","Transmembrane Serine Protease 13","Protein Coding","34","GC11M117900","1.90578067302704","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMPRSS13"
"LNX2","Ligand Of Numb-Protein X 2","Protein Coding","33","GC13M027545","1.90578067302704","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LNX2"
"ERBIN","Erbb2 Interacting Protein","Protein Coding","32","GC05P065931","1.90578067302704","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERBIN"
"FRMPD4","FERM And PDZ Domain Containing 4","Protein Coding","32","GC0XP011822","1.90578067302704","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FRMPD4"
"GIPC2","GIPC PDZ Domain Containing Family Member 2","Protein Coding","32","GC01P077987","1.90578067302704","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GIPC2"
"PDZD3","PDZ Domain Containing 3","Protein Coding","31","GC11P120054","1.90578067302704","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDZD3"
"PATJ","PATJ Crumbs Cell Polarity Complex Component","Protein Coding","30","GC01P061743","1.90578067302704","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PATJ"
"RADIL","Rap Associating With DIL Domain","Protein Coding","30","GC07M004797","1.90578067302704","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RADIL"
"SYNPO2L","Synaptopodin 2 Like","Protein Coding","30","GC10M073644","1.90578067302704","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYNPO2L"
"FLT1","Fms Related Receptor Tyrosine Kinase 1","Protein Coding","46","GC13M028300","1.87379479408264","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FLT1"
"CD274","CD274 Molecule","Protein Coding","39","GC09P005450","1.87379479408264","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD274"
"FGFR2","Fibroblast Growth Factor Receptor 2","Protein Coding","48","GC10M121478","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGFR2"
"IGF1R","Insulin Like Growth Factor 1 Receptor","Protein Coding","48","GC15P098648","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGF1R"
"INSR","Insulin Receptor","Protein Coding","48","GC19M007112","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INSR"
"ADAM10","ADAM Metallopeptidase Domain 10","Protein Coding","47","GC15M058588","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAM10"
"CDH2","Cadherin 2","Protein Coding","47","GC18M027950","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH2"
"CTNNB1","Catenin Beta 1","Protein Coding","47","GC03P041236","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTNNB1"
"CTSD","Cathepsin D","Protein Coding","47","GC11M001752","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTSD"
"EPHB4","EPH Receptor B4","Protein Coding","47","GC07M101787","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPHB4"
"RPS6KA3","Ribosomal Protein S6 Kinase A3","Protein Coding","47","GC0XM020149","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS6KA3"
"SLC2A1","Solute Carrier Family 2 Member 1","Protein Coding","47","GC01M042925","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC2A1"
"ATP2A2","ATPase Sarcoplasmic/Endoplasmic Reticulum Ca2+ Transporting 2","Protein Coding","46","GC12P110280","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP2A2"
"CDC42","Cell Division Cycle 42","Protein Coding","46","GC01P022292","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC42"
"CDK2","Cyclin Dependent Kinase 2","Protein Coding","46","GC12P055966","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK2"
"CXCR4","C-X-C Motif Chemokine Receptor 4","Protein Coding","46","GC02M136114","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCR4"
"GNAS","GNAS Complex Locus","Protein Coding","46","GC20P058839","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNAS"
"LDHA","Lactate Dehydrogenase A","Protein Coding","46","GC11P018394","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LDHA"
"RAC2","Rac Family Small GTPase 2","Protein Coding","46","GC22M037227","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAC2"
"SRC","SRC Proto-Oncogene, Non-Receptor Tyrosine Kinase","Protein Coding","46","GC20P037344","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRC"
"TOP2A","DNA Topoisomerase II Alpha","Protein Coding","46","GC17M040388","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TOP2A"
"ADA","Adenosine Deaminase","Protein Coding","45","GC20M044620","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADA"
"DSP","Desmoplakin","Protein Coding","45","GC06P007541","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DSP"
"GBA","Glucosylceramidase Beta","Protein Coding","45","GC01M155234","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GBA"
"GLUD1","Glutamate Dehydrogenase 1","Protein Coding","45","GC10M087050","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLUD1"
"LPL","Lipoprotein Lipase","Protein Coding","45","GC08P019901","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LPL"
"PCNA","Proliferating Cell Nuclear Antigen","Protein Coding","45","GC20M005114","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCNA"
"PHGDH","Phosphoglycerate Dehydrogenase","Protein Coding","45","GC01P119660","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHGDH"
"PTPN1","Protein Tyrosine Phosphatase Non-Receptor Type 1","Protein Coding","45","GC20P050510","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPN1"
"SLC12A2","Solute Carrier Family 12 Member 2","Protein Coding","45","GC05P128083","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC12A2"
"ACACA","Acetyl-CoA Carboxylase Alpha","Protein Coding","44","GC17M037084","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACACA"
"ACTB","Actin Beta","Protein Coding","44","GC07M005527","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTB"
"ACTN1","Actinin Alpha 1","Protein Coding","44","GC14M068874","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTN1"
"BUB1B","BUB1 Mitotic Checkpoint Serine/Threonine Kinase B","Protein Coding","44","GC15P040161","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BUB1B"
"CAD","Carbamoyl-Phosphate Synthetase 2, Aspartate Transcarbamylase, And Dihydroorotase","Protein Coding","44","GC02P027217","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAD"
"CPT2","Carnitine Palmitoyltransferase 2","Protein Coding","44","GC01P053196","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPT2"
"CYLD","CYLD Lysine 63 Deubiquitinase","Protein Coding","44","GC16P050742","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYLD"
"DLD","Dihydrolipoamide Dehydrogenase","Protein Coding","44","GC07P107890","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLD"
"EPHA4","EPH Receptor A4","Protein Coding","44","GC02M221418","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPHA4"
"GAA","Alpha Glucosidase","Protein Coding","44","GC17P080101","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAA"
"HEXB","Hexosaminidase Subunit Beta","Protein Coding","44","GC05P074640","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HEXB"
"HK1","Hexokinase 1","Protein Coding","44","GC10P069269","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HK1"
"LAMB1","Laminin Subunit Beta 1","Protein Coding","44","GC07M107923","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAMB1"
"LMNA","Lamin A/C","Protein Coding","44","GC01P156082","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LMNA"
"LRP2","LDL Receptor Related Protein 2","Protein Coding","44","GC02M169127","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRP2"
"MAPT","Microtubule Associated Protein Tau","Protein Coding","44","GC17P045894","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPT"
"PARP1","Poly(ADP-Ribose) Polymerase 1","Protein Coding","44","GC01M226360","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PARP1"
"PFKM","Phosphofructokinase, Muscle","Protein Coding","44","GC12P048105","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PFKM"
"PIK3R2","Phosphoinositide-3-Kinase Regulatory Subunit 2","Protein Coding","44","GC19P018153","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3R2"
"PIP5K1C","Phosphatidylinositol-4-Phosphate 5-Kinase Type 1 Gamma","Protein Coding","44","GC19M005027","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIP5K1C"
"PPP2CA","Protein Phosphatase 2 Catalytic Subunit Alpha","Protein Coding","44","GC05M134194","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP2CA"
"RRM2B","Ribonucleotide Reductase Regulatory TP53 Inducible Subunit M2B","Protein Coding","44","GC08M102204","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RRM2B"
"SLC25A4","Solute Carrier Family 25 Member 4","Protein Coding","44","GC04P185143","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A4"
"VRK1","VRK Serine/Threonine Kinase 1","Protein Coding","44","GC14P096797","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VRK1"
"ABCC2","ATP Binding Cassette Subfamily C Member 2","Protein Coding","43","GC10P099782","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCC2"
"AIFM1","Apoptosis Inducing Factor Mitochondria Associated 1","Protein Coding","43","GC0XM130129","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AIFM1"
"ALDOA","Aldolase, Fructose-Bisphosphate A","Protein Coding","43","GC16P030064","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALDOA"
"BAP1","BRCA1 Associated Protein 1","Protein Coding","43","GC03M052401","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAP1"
"CACNA2D1","Calcium Voltage-Gated Channel Auxiliary Subunit Alpha2delta 1","Protein Coding","43","GC07M081946","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNA2D1"
"CASK","Calcium/Calmodulin Dependent Serine Protein Kinase","Protein Coding","43","GC0XM041514","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASK"
"CDH3","Cadherin 3","Protein Coding","43","GC16P068637","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH3"
"CTBP1","C-Terminal Binding Protein 1","Protein Coding","43","GC04M001211","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTBP1"
"DGKE","Diacylglycerol Kinase Epsilon","Protein Coding","43","GC17P056834","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DGKE"
"EEF2","Eukaryotic Translation Elongation Factor 2","Protein Coding","43","GC19M003976","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EEF2"
"EPHA7","EPH Receptor A7","Protein Coding","43","GC06M093240","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPHA7"
"GAPDH","Glyceraldehyde-3-Phosphate Dehydrogenase","Protein Coding","43","GC12P019827","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAPDH"
"GRN","Granulin Precursor","Protein Coding","43","GC17P044345","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRN"
"ITGA7","Integrin Subunit Alpha 7","Protein Coding","43","GC12M055684","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGA7"
"JUP","Junction Plakoglobin","Protein Coding","43","GC17M041754","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=JUP"
"KAT2B","Lysine Acetyltransferase 2B","Protein Coding","43","GC03P020043","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KAT2B"
"KRT18","Keratin 18","Protein Coding","43","GC12P052948","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT18"
"LYN","LYN Proto-Oncogene, Src Family Tyrosine Kinase","Protein Coding","43","GC08P055879","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LYN"
"MDH2","Malate Dehydrogenase 2","Protein Coding","43","GC07P076048","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MDH2"
"MSH2","MutS Homolog 2","Protein Coding","43","GC02P047403","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSH2"
"MTHFR","Methylenetetrahydrofolate Reductase","Protein Coding","43","GC01M011785","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTHFR"
"MTR","5-Methyltetrahydrofolate-Homocysteine Methyltransferase","Protein Coding","43","GC01P236795","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTR"
"NF2","NF2, Moesin-Ezrin-Radixin Like (MERLIN) Tumor Suppressor","Protein Coding","43","GC22P029603","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NF2"
"PDHA1","Pyruvate Dehydrogenase E1 Subunit Alpha 1","Protein Coding","43","GC0XP019343","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDHA1"
"PLCB1","Phospholipase C Beta 1","Protein Coding","43","GC20P008061","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLCB1"
"PRKCI","Protein Kinase C Iota","Protein Coding","43","GC03P170222","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKCI"
"PSAP","Prosaposin","Protein Coding","43","GC10M071816","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSAP"
"ROR2","Receptor Tyrosine Kinase Like Orphan Receptor 2","Protein Coding","43","GC09M092696","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ROR2"
"SDHB","Succinate Dehydrogenase Complex Iron Sulfur Subunit B","Protein Coding","43","GC01M017952","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SDHB"
"SIRT2","Sirtuin 2","Protein Coding","43","GC19M038878","1.86082625389099","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIRT2"
