Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"DNAJB1","DnaJ Heat Shock Protein Family (Hsp40) Member B1","Protein Coding","38","GC19M014514","0.861559867858887","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJB1"
"BAG5","BAG Cochaperone 5","Protein Coding","36","GC14M103556","0.861559867858887","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAG5"
"CHPT1","Choline Phosphotransferase 1","Protein Coding","36","GC12P101696","0.861559867858887","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHPT1"
"LMO7","LIM Domain 7","Protein Coding","36","GC13P075620","0.861559867858887","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LMO7"
"MTX1","Metaxin 1","Protein Coding","35","GC01P155208","0.861559867858887","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTX1"
"PIGS","Phosphatidylinositol Glycan Anchor Biosynthesis Class S","Protein Coding","35","GC17M028553","0.861559867858887","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIGS"
"SARM1","Sterile Alpha And TIR Motif Containing 1","Protein Coding","35","GC17P028364","0.861559867858887","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SARM1"
"STXBP3","Syntaxin Binding Protein 3","Protein Coding","35","GC01P108746","0.861559867858887","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STXBP3"
"SCFD1","Sec1 Family Domain Containing 1","Protein Coding","34","GC14P030622","0.861559867858887","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCFD1"
"BAG6","BAG Cochaperone 6","Protein Coding","32","GC06M031639","0.861559867858887","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAG6"
"STK11IP","Serine/Threonine Kinase 11 Interacting Protein","Protein Coding","31","GC02P219597","0.861559867858887","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STK11IP"
"TRAPPC5","Trafficking Protein Particle Complex Subunit 5","Protein Coding","31","GC19P007680","0.861559867858887","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAPPC5"
"TTI1","TELO2 Interacting Protein 1","Protein Coding","31","GC20M037983","0.861559867858887","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTI1"
"B4GAT1","Beta-1,4-Glucuronyltransferase 1","Protein Coding","30","GC11M066345","0.861559867858887","https://www.genecards.org/cgi-bin/carddisp.pl?gene=B4GAT1"
"LTN1","Listerin E3 Ubiquitin Protein Ligase 1","Protein Coding","30","GC21M028928","0.861559867858887","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LTN1"
"TM9SF1","Transmembrane 9 Superfamily Member 1","Protein Coding","30","GC14M024189","0.861559867858887","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TM9SF1"
"TMEM214","Transmembrane Protein 214","Protein Coding","30","GC02P027032","0.861559867858887","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM214"
"TOR1AIP2","Torsin 1A Interacting Protein 2","Protein Coding","30","GC01M183356","0.861559867858887","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TOR1AIP2"
"EMC2","ER Membrane Protein Complex Subunit 2","Protein Coding","28","GC08P108443","0.861559867858887","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EMC2"
"MACO1","Macoilin 1","Protein Coding","28","GC01P025430","0.861559867858887","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MACO1"
"GOT1","Glutamic-Oxaloacetic Transaminase 1","Protein Coding","40","GC10M099396","0.856059432029724","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GOT1"
"IGF2BP2","Insulin Like Growth Factor 2 MRNA Binding Protein 2","Protein Coding","40","GC03M185643","0.851659536361694","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGF2BP2"
"EIF2S2","Eukaryotic Translation Initiation Factor 2 Subunit Beta","Protein Coding","36","GC20M034088","0.851659536361694","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF2S2"
"HNRNPA3","Heterogeneous Nuclear Ribonucleoprotein A3","Protein Coding","35","GC02P177212","0.851659536361694","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPA3"
"FAM120A","Family With Sequence Similarity 120A","Protein Coding","33","GC09P093736","0.851659536361694","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM120A"
"TXLNA","Taxilin Alpha","Protein Coding","32","GC01P032179","0.851659536361694","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TXLNA"
"ZC3H15","Zinc Finger CCCH-Type Containing 15","Protein Coding","29","GC02P186486","0.851659536361694","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZC3H15"
"METTL3","Methyltransferase 3, N6-Adenosine-Methyltransferase Complex Catalytic Subunit","Protein Coding","36","GC14M021498","0.822940230369568","https://www.genecards.org/cgi-bin/carddisp.pl?gene=METTL3"
"DNM2","Dynamin 2","Protein Coding","44","GC19P010718","0.822350382804871","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNM2"
"ATP6V1B2","ATPase H+ Transporting V1 Subunit B2","Protein Coding","43","GC08P020197","0.822350382804871","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP6V1B2"
"CLCN7","Chloride Voltage-Gated Channel 7","Protein Coding","41","GC16M001444","0.822350382804871","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLCN7"
"BAG2","BAG Cochaperone 2","Protein Coding","35","GC06P057172","0.822350382804871","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAG2"
"EIF2A","Eukaryotic Translation Initiation Factor 2A","Protein Coding","35","GC03P150546","0.822350382804871","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF2A"
"ACOT9","Acyl-CoA Thioesterase 9","Protein Coding","34","GC0XM023701","0.822350382804871","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACOT9"
"RSL1D1","Ribosomal L1 Domain Containing 1","Protein Coding","34","GC16M011833","0.822350382804871","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RSL1D1"
"FTSJ3","FtsJ RNA 2'-O-Methyltransferase 3","Protein Coding","32","GC17M063819","0.822350382804871","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FTSJ3"
"TMEM199","Transmembrane Protein 199","Protein Coding","31","GC17P052480","0.822350382804871","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM199"
"MIR2392","MicroRNA 2392","RNA Gene","10","GC14P109514","0.814437031745911","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR2392"
"MTOR","Mechanistic Target Of Rapamycin Kinase","Protein Coding","48","GC01M011106","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTOR"
"HDAC2","Histone Deacetylase 2","Protein Coding","46","GC06M113933","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HDAC2"
"PRKACA","Protein Kinase CAMP-Activated Catalytic Subunit Alpha","Protein Coding","46","GC19M014453","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKACA"
"GGCX","Gamma-Glutamyl Carboxylase","Protein Coding","43","GC02M085544","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GGCX"
"IDE","Insulin Degrading Enzyme","Protein Coding","43","GC10M092451","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IDE"
"BCKDK","Branched Chain Keto Acid Dehydrogenase Kinase","Protein Coding","42","GC16P040299","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCKDK"
"CIT","Citron Rho-Interacting Serine/Threonine Kinase","Protein Coding","42","GC12M119650","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CIT"
"CSNK2B","Casein Kinase 2 Beta","Protein Coding","42","GC06P080357","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSNK2B"
"DDR1","Discoidin Domain Receptor Tyrosine Kinase 1","Protein Coding","42","GC06P080334","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDR1"
"FBLN5","Fibulin 5","Protein Coding","42","GC14M091869","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBLN5"
"FBN1","Fibrillin 1","Protein Coding","42","GC15M048408","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBN1"
"GPX1","Glutathione Peroxidase 1","Protein Coding","42","GC03M051039","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPX1"
"LOX","Lysyl Oxidase","Protein Coding","42","GC05M122063","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOX"
"TCF12","Transcription Factor 12","Protein Coding","42","GC15P056918","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCF12"
"GFER","Growth Factor, Augmenter Of Liver Regeneration","Protein Coding","41","GC16P001984","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GFER"
"ACADM","Acyl-CoA Dehydrogenase Medium Chain","Protein Coding","40","GC01P075724","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACADM"
"AKAP9","A-Kinase Anchoring Protein 9","Protein Coding","40","GC07P091940","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKAP9"
"BRD2","Bromodomain Containing 2","Protein Coding","40","GC06P080394","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRD2"
"LTF","Lactotransferrin","Protein Coding","40","GC03M046435","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LTF"
"POLA1","DNA Polymerase Alpha 1, Catalytic Subunit","Protein Coding","40","GC0XP024693","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLA1"
"PRKAR2A","Protein Kinase CAMP-Dependent Type II Regulatory Subunit Alpha","Protein Coding","40","GC03M048744","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKAR2A"
"PRKAR2B","Protein Kinase CAMP-Dependent Type II Regulatory Subunit Beta","Protein Coding","40","GC07P107044","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKAR2B"
"COL6A1","Collagen Type VI Alpha 1 Chain","Protein Coding","39","GC21P045981","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL6A1"
"SEPSECS","Sep (O-Phosphoserine) TRNA:Sec (Selenocysteine) TRNA Synthase","Protein Coding","39","GC04M025121","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEPSECS"
"SLC25A21","Solute Carrier Family 25 Member 21","Protein Coding","39","GC14M036677","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A21"
"CDK5RAP2","CDK5 Regulatory Subunit Associated Protein 2","Protein Coding","38","GC09M120388","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK5RAP2"
"DNAJC19","DnaJ Heat Shock Protein Family (Hsp40) Member C19","Protein Coding","38","GC03M180983","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJC19"
"EXOSC3","Exosome Component 3","Protein Coding","38","GC09M037772","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EXOSC3"
"FBN2","Fibrillin 2","Protein Coding","38","GC05M128257","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBN2"
"LARP7","La Ribonucleoprotein 7, Transcriptional Regulator","Protein Coding","38","GC04P112636","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LARP7"
"PRIM1","DNA Primase Subunit 1","Protein Coding","38","GC12M056731","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRIM1"
"SLC30A9","Solute Carrier Family 30 Member 9","Protein Coding","38","GC04P041992","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC30A9"
"SLC44A2","Solute Carrier Family 44 Member 2","Protein Coding","38","GC19P010602","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC44A2"
"CYB5B","Cytochrome B5 Type B","Protein Coding","37","GC16P069462","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYB5B"
"EXOSC2","Exosome Component 2","Protein Coding","37","GC09P130693","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EXOSC2"
"SMOC1","SPARC Related Modular Calcium Binding 1","Protein Coding","37","GC14P069854","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMOC1"
"CWC27","CWC27 Spliceosome Associated Cyclophilin","Protein Coding","36","GC05P064768","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CWC27"
"EXOSC8","Exosome Component 8","Protein Coding","36","GC13P036998","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EXOSC8"
"GNG5","G Protein Subunit Gamma 5","Protein Coding","36","GC01M084498","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNG5"
"AATF","Apoptosis Antagonizing Transcription Factor","Protein Coding","35","GC17P036948","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AATF"
"BZW2","Basic Leucine Zipper And W2 Domains 2","Protein Coding","35","GC07P016646","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BZW2"
"CLEC4G","C-Type Lectin Domain Family 4 Member G","Protein Coding","35","GC19M007728","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLEC4G"
"CRTC3","CREB Regulated Transcription Coactivator 3","Protein Coding","35","GC15P090529","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRTC3"
"DDX10","DEAD-Box Helicase 10","Protein Coding","35","GC11P108569","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX10"
"ERGIC1","Endoplasmic Reticulum-Golgi Intermediate Compartment 1","Protein Coding","35","GC05P172834","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERGIC1"
"EXOSC5","Exosome Component 5","Protein Coding","35","GC19M063823","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EXOSC5"
"HOOK1","Hook Microtubule Tethering Protein 1","Protein Coding","35","GC01P059814","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOOK1"
"INHBE","Inhibin Subunit Beta E","Protein Coding","35","GC12P057452","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INHBE"
"MAT2B","Methionine Adenosyltransferase 2B","Protein Coding","35","GC05P163504","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAT2B"
"NSD2","Nuclear Receptor Binding SET Domain Protein 2","Protein Coding","35","GC04P001872","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NSD2"
"NUP88","Nucleoporin 88","Protein Coding","35","GC17M006088","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUP88"
"POLA2","DNA Polymerase Alpha 2, Accessory Subunit","Protein Coding","35","GC11P069530","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLA2"
"PRIM2","DNA Primase Subunit 2","Protein Coding","35","GC06P057314","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRIM2"
"PSMD8","Proteasome 26S Subunit, Non-ATPase 8","Protein Coding","35","GC19P038374","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMD8"
"RNF41","Ring Finger Protein 41","Protein Coding","35","GC12M056202","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF41"
"SRP19","Signal Recognition Particle 19","Protein Coding","35","GC05P112862","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRP19"
"FKBP7","FKBP Prolyl Isomerase 7","Protein Coding","34","GC02M178463","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FKBP7"
"MRPS25","Mitochondrial Ribosomal Protein S25","Protein Coding","34","GC03M020224","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPS25"
"NUTF2","Nuclear Transport Factor 2","Protein Coding","34","GC16P067846","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUTF2"
"PLEKHA5","Pleckstrin Homology Domain Containing A5","Protein Coding","34","GC12P019129","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLEKHA5"
"REEP6","Receptor Accessory Protein 6","Protein Coding","34","GC19P001491","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=REEP6"
"SNIP1","Smad Nuclear Interacting Protein 1","Protein Coding","34","GC01M037534","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNIP1"
"STOM","Stomatin","Protein Coding","34","GC09M121338","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STOM"
"TIMM9","Translocase Of Inner Mitochondrial Membrane 9","Protein Coding","34","GC14M058408","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIMM9"
"TUBGCP3","Tubulin Gamma Complex Associated Protein 3","Protein Coding","34","GC13M112485","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUBGCP3"
"CEP68","Centrosomal Protein 68","Protein Coding","33","GC02P065056","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEP68"
"JAKMIP1","Janus Kinase And Microtubule Interacting Protein 1","Protein Coding","33","GC04M006026","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=JAKMIP1"
"NINL","Ninein Like","Protein Coding","33","GC20M025452","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NINL"
"TBCA","Tubulin Folding Cofactor A","Protein Coding","33","GC05M077691","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBCA"
"GCC1","GRIP And Coiled-Coil Domain Containing 1","Protein Coding","32","GC07M127580","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GCC1"
"MPHOSPH10","M-Phase Phosphoprotein 10","Protein Coding","32","GC02P071130","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MPHOSPH10"
"MRPS2","Mitochondrial Ribosomal Protein S2","Protein Coding","32","GC09P135499","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPS2"
"MRPS27","Mitochondrial Ribosomal Protein S27","Protein Coding","32","GC05M072219","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPS27"
"PLEKHF2","Pleckstrin Homology And FYVE Domain Containing 2","Protein Coding","32","GC08P095133","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLEKHF2"
"SBNO1","Strawberry Notch Homolog 1","Protein Coding","32","GC12M123289","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SBNO1"
"SLU7","SLU7 Homolog, Splicing Factor","Protein Coding","32","GC05M160401","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLU7"
"THTPA","Thiamine Triphosphatase","Protein Coding","32","GC14P031747","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=THTPA"
"TIMM10","Translocase Of Inner Mitochondrial Membrane 10","Protein Coding","32","GC11M086957","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIMM10"
"TYSND1","Trypsin Like Peroxisomal Matrix Peptidase 1","Protein Coding","32","GC10M070137","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TYSND1"
"ZC3H7A","Zinc Finger CCCH-Type Containing 7A","Protein Coding","32","GC16M011750","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZC3H7A"
"ZNF318","Zinc Finger Protein 318","Protein Coding","32","GC06M063851","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF318"
"AAR2","AAR2 Splicing Factor","Protein Coding","31","GC20P036236","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AAR2"
"CEP112","Centrosomal Protein 112","Protein Coding","31","GC17M065635","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEP112"
"CEP350","Centrosomal Protein 350","Protein Coding","31","GC01P179955","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEP350"
"DCAF7","DDB1 And CUL4 Associated Factor 7","Protein Coding","31","GC17P063550","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCAF7"
"DCAKD","Dephospho-CoA Kinase Domain Containing","Protein Coding","31","GC17M045023","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCAKD"
"ELOC","Elongin C","Protein Coding","31","GC08M073939","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELOC"
"HSBP1","Heat Shock Factor Binding Protein 1","Protein Coding","31","GC16P083719","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSBP1"
"MIPOL1","Mirror-Image Polydactyly 1","Protein Coding","31","GC14P037197","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIPOL1"
"MRPS5","Mitochondrial Ribosomal Protein S5","Protein Coding","31","GC02M097953","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPS5"
"PDZD11","PDZ Domain Containing 11","Protein Coding","31","GC0XM070286","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDZD11"
"TM2D3","TM2 Domain Containing 3","Protein Coding","31","GC15M101621","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TM2D3"
"USP54","Ubiquitin Specific Peptidase 54","Protein Coding","31","GC10M073497","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP54"
"CEP43","Centrosomal Protein 43","Protein Coding","30","GC06P167001","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEP43"
"CLIP4","CAP-Gly Domain Containing Linker Protein Family Member 4","Protein Coding","30","GC02P029097","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLIP4"
"FOXRED2","FAD Dependent Oxidoreductase Domain Containing 2","Protein Coding","30","GC22M036487","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXRED2"
"NOL10","Nucleolar Protein 10","Protein Coding","30","GC02M010662","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOL10"
"TBKBP1","TBK1 Binding Protein 1","Protein Coding","30","GC17P047694","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBKBP1"
"TLE5","TLE Family Member 5, Transcriptional Modulator","Protein Coding","30","GC19M005005","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLE5"
"YIF1A","Yip1 Interacting Factor Homolog A, Membrane Trafficking Protein","Protein Coding","30","GC11M087319","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YIF1A"
"MAP7D1","MAP7 Domain Containing 1","Protein Coding","29","GC01P036155","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP7D1"
"MEPCE","Methylphosphate Capping Enzyme","Protein Coding","29","GC07P100428","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MEPCE"
"SAAL1","Serum Amyloid A Like 1","Protein Coding","29","GC11M018069","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAAL1"
"FASTKD5","FAST Kinase Domains 5","Protein Coding","28","GC20M003307","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FASTKD5"
"HEATR3","HEAT Repeat Containing 3","Protein Coding","28","GC16P050065","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HEATR3"
"NAT14","N-Acetyltransferase 14 (Putative)","Protein Coding","28","GC19P064370","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAT14"
"NGDN","Neuroguidin","Protein Coding","28","GC14P023469","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NGDN"
"PUSL1","Pseudouridine Synthase Like 1","Protein Coding","28","GC01P001308","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PUSL1"
"RBM41","RNA Binding Motif Protein 41","Protein Coding","28","GC0XM107052","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBM41"
"ZC3H18","Zinc Finger CCCH-Type Containing 18","Protein Coding","28","GC16P088570","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZC3H18"
"CISD3","CDGSH Iron Sulfur Domain 3","Protein Coding","26","GC17P038730","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CISD3"
"POGLUT2","Protein O-Glucosyltransferase 2","Protein Coding","26","GC13M102785","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POGLUT2"
"C1orf50","Chromosome 1 Open Reading Frame 50","Protein Coding","25","GC01P042768","0.791709780693054","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C1orf50"
"ITGB2","Integrin Subunit Beta 2","Protein Coding","46","GC21M044885","0.775840699672699","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGB2"
"NPC1","NPC Intracellular Cholesterol Transporter 1","Protein Coding","44","GC18M023506","0.775840699672699","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPC1"
"PIKFYVE","Phosphoinositide Kinase, FYVE-Type Zinc Finger Containing","Protein Coding","43","GC02P208266","0.775840699672699","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIKFYVE"
"MKI67","Marker Of Proliferation Ki-67","Protein Coding","39","GC10M128096","0.775840699672699","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MKI67"
"GORASP2","Golgi Reassembly Stacking Protein 2","Protein Coding","35","GC02P170928","0.775840699672699","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GORASP2"
"CAPRIN1","Cell Cycle Associated Protein 1","Protein Coding","34","GC11P034051","0.775840699672699","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAPRIN1"
"ZDHHC20","Zinc Finger DHHC-Type Palmitoyltransferase 20","Protein Coding","33","GC13M021372","0.775840699672699","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZDHHC20"
"RTCB","RNA 2',3'-Cyclic Phosphate And 5'-OH Ligase","Protein Coding","31","GC22M032387","0.775840699672699","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RTCB"
"RTRAF","RNA Transcription, Translation And Transport Factor","Protein Coding","29","GC14P051992","0.775840699672699","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RTRAF"
"BMS1P20","BMS1 Pseudogene 20","Pseudogene","10","GC22P022298","0.775840699672699","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMS1P20"
"MAP3K7","Mitogen-Activated Protein Kinase Kinase Kinase 7","Protein Coding","46","GC06M090513","0.757165551185608","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP3K7"
"CSNK1A1","Casein Kinase 1 Alpha 1","Protein Coding","43","GC05M149492","0.757165551185608","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSNK1A1"
"SOAT1","Sterol O-Acyltransferase 1","Protein Coding","40","GC01P179262","0.757165551185608","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOAT1"
"PYCARD","PYD And CARD Domain Containing","Protein Coding","37","GC16M031201","0.757165551185608","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PYCARD"
"CEP192-DT","CEP192 Divergent Transcript","RNA Gene","10","GC18M024101","0.757165551185608","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEP192-DT"
